Sector,Year,VolumeTotale,PrezzoInizioAnno,PrezzoFineAnno,VariazionePercentuale,PrezzoMedioGiornaliero
S.A.,2014,412515600,13.25,10.3599996566772,-21.81,12.47
S.A.,2016,372534500,8.44999980926514,7.19000005722046,-14.91,8.56
S.A.,2018,216791500,7.63000011444092,7.90000009536743,3.54,7.35
"S.A.B. DE C.V.""",2001,2332742400,3.625,3.24666666984558,-10.44,2.95
"S.A.B. DE C.V.""",2003,1780764600,2.44166660308838,4.5,84.30,3.24
"S.A.B. DE C.V.""",2005,2068126000,8.90833377838135,14.6300001144409,64.23,10.74
"S.A.B. DE C.V.""",2007,2877319400,23.0,30.625,33.15,28.23
"S.A.B. DE C.V.""",2009,2458255800,15.9300003051758,23.4899997711182,47.46,19.33
"S.A.B. DE C.V.""",2010,1824540000,24.3199996948242,28.5900001525879,17.56,25.37
"S.A.B. DE C.V.""",2012,1566716500,23.1900005340576,23.1399993896484,-0.22,24.63
"S.A.B. DE C.V.""",2014,1335236600,13.5,9.02000045776367,-33.19,17.63
"S.A.B. DE C.V.""",2016,1163676200,13.8400001525879,12.5699996948242,-9.18,14.59
"S.A.B. DE C.V.""",2018,530149400,17.3099994659424,7.46999979019165,-56.85,14.12
"S.P.A.""",1994,14564800,13.875,17.0,22.52,14.90
"S.P.A.""",1996,16240500,22.875,23.0,0.55,24.43
"S.P.A.""",1998,14823200,20.5,24.875,21.34,23.38
"S.P.A.""",2001,13814000,12.125,14.6400003433228,20.74,12.84
"S.P.A.""",2003,23443100,10.0500001907349,10.0799999237061,0.30,9.21
"S.P.A.""",2005,8337000,10.8000001907349,7.0,-35.19,9.04
"S.P.A.""",2007,6318500,8.76000022888184,4.6100001335144,-47.37,7.37
"S.P.A.""",2009,12095900,1.96000003814697,3.23000001907349,64.80,2.11
"S.P.A.""",2010,14313800,3.25999999046326,3.26999998092651,0.31,3.74
"S.P.A.""",2012,4052000,2.40000009536743,1.91999995708466,-20.00,2.50
"S.P.A.""",2014,4161900,2.55999994277954,1.54999995231628,-39.45,2.41
"S.P.A.""",2016,9193700,1.5900000333786,2.25999999046326,42.14,1.58
"S.P.A.""",2018,3083500,1.5900000333786,1.53999996185303,-3.14,1.62
"SERIES 1""",2001,17512950500,53.4375,38.9099998474121,-27.19,43.59
"SERIES 1""",2003,19489076700,25.3999996185303,36.4599990844727,43.54,30.34
"SERIES 1""",2005,22731292200,39.5,40.4099998474121,2.30,38.34
"SERIES 1""",2007,33931458200,43.2400016784668,51.2200012207031,18.46,47.79
"SERIES 1""",2009,30757954100,31.0300006866455,45.75,47.44,36.77
"SERIES 1""",2010,21566521300,46.4199981689453,54.4599990844727,17.32,47.87
"SERIES 1""",2012,11008826900,56.9000015258789,65.129997253418,14.46,64.84
"SERIES 1""",2014,9451365200,87.2699966430664,103.25,18.31,94.13
"SERIES 1""",2016,7115729700,109.5,118.480003356934,8.20,111.39
"SERIES 1""",2018,6659676400,158.490005493164,182.479995727539,15.14,169.45
"TBK""",1995,19381900,17.2453708648682,23.3796291351318,35.57,20.33
"TBK""",1997,38549100,32.1759262084961,10.2430553436279,-68.17,24.98
"TBK""",1999,144708400,6.42361116409302,11.0,71.24,8.51
"TBK""",2000,51754900,11.875,4.125,-65.26,7.54
"TBK""",2002,39826000,5.69000005722046,8.48999977111816,49.21,7.84
"TBK""",2004,63062300,17.1200008392334,21.0200004577637,22.78,17.91
"TBK""",2006,73250100,24.6499996185303,45.5999984741211,84.99,33.61
"TBK""",2008,98631600,41.5299987792969,25.0100002288818,-39.78,33.21
"TBK""",2011,69279000,35.9900016784668,30.7399997711182,-14.59,33.66
"TBK""",2013,67044200,37.5800018310547,35.8499984741211,-4.60,41.54
"TBK""",2015,43695100,44.9099998474121,44.4000015258789,-1.14,42.37
"TBK""",2017,76120100,28.9899997711182,32.2200012207031,11.14,32.15
BASIC INDUSTRIES,1970,201903900,7.14091491699219,5.72314500808716,-19.85,5.32
BASIC INDUSTRIES,1972,227587500,8.62919139862061,10.3242111206055,19.64,5.64
BASIC INDUSTRIES,1974,446393000,2.859375,2.546875,-10.93,5.11
BASIC INDUSTRIES,1976,608014000,2.5,4.0,60.00,7.21
BASIC INDUSTRIES,1978,642431100,10.6632146835327,8.99901390075684,-15.61,5.76
BASIC INDUSTRIES,1981,1975940700,2.12890625,2.08947896957397,-1.85,6.47
BASIC INDUSTRIES,1983,4034295500,7.30158710479736,1.0546875,-85.56,7.60
BASIC INDUSTRIES,1985,3710924447,6.5,11.75,80.77,7.63
BASIC INDUSTRIES,1987,6957570775,3.38889002799988,10.84375,219.98,11.77
BASIC INDUSTRIES,1989,5440350300,22.9289932250977,14.0,-38.94,12.46
BASIC INDUSTRIES,1990,4764041400,9.1875,3.125,-65.99,11.18
BASIC INDUSTRIES,1992,5136558200,16.25,4.453125,-72.60,13.11
BASIC INDUSTRIES,1994,6025635300,12.84375,13.84375,7.79,14.53
BASIC INDUSTRIES,1996,7377207300,4.58333015441895,7.77778005599976,69.70,16.98
BASIC INDUSTRIES,1998,8299653300,18.4375,16.875,-8.47,16.64
BASIC INDUSTRIES,2001,15529488623,11.484375,5.18249988555908,-54.87,15.85
BASIC INDUSTRIES,2003,22223059629,14.9399995803833,6.94000005722046,-53.55,14.96
BASIC INDUSTRIES,2005,31272206117,35.0400009155273,1.72000002861023,-95.09,21.29
BASIC INDUSTRIES,2007,54488286637,9.97000026702881,104.974998474121,952.91,33.75
BASIC INDUSTRIES,2009,92196276666,48.2999992370605,39.3400001525879,-18.55,21.65
BASIC INDUSTRIES,2010,78633302968,33.2599983215332,41.560001373291,24.95,28.30
BASIC INDUSTRIES,2012,66387631299,4.59999990463257,39.1599998474121,751.30,29.04
BASIC INDUSTRIES,2014,69701332216,24.0100002288818,22.2999992370605,-7.12,35.03
BASIC INDUSTRIES,2016,97096310262,7.75,15.0,93.55,30.08
BASIC INDUSTRIES,2018,49613860049,3.47000002861023,11.8800001144409,242.36,38.94
CAPITAL GOODS,1970,470738300,6.69977521896362,275.0,4004.62,52.76
CAPITAL GOODS,1972,868390700,0.9140625,2.58305287361145,182.59,56.57
CAPITAL GOODS,1974,883005400,4.22916650772095,3.55208325386047,-16.01,27.16
CAPITAL GOODS,1976,1673077100,1.43142485618591,2.4296875,69.74,31.03
CAPITAL GOODS,1978,2544891700,9.09090900421143,10.2272729873657,12.50,29.84
CAPITAL GOODS,1981,3316995800,3.45092034339905,4.78016376495361,38.52,18.58
CAPITAL GOODS,1983,7134137100,8.32786750793457,14.5625,74.86,21.48
CAPITAL GOODS,1985,7859073600,5.40740728378296,7.66666650772095,41.78,26.27
CAPITAL GOODS,1987,10343086200,7.96875,3.875,-51.37,41.70
CAPITAL GOODS,1989,7454212700,3.73191118240356,3.14936900138855,-15.61,12.95
CAPITAL GOODS,1990,7301726500,7.02777767181396,1.44444441795349,-79.45,9.99
CAPITAL GOODS,1992,9130845400,7.9375,4.75,-40.16,15.10
CAPITAL GOODS,1994,10097800500,1.71875,60.0,3390.91,12.54
CAPITAL GOODS,1996,12035051900,15.0625,45.75,203.73,22.63
CAPITAL GOODS,1998,13067507100,13.5833330154419,17.3016490936279,27.37,26.16
CAPITAL GOODS,2001,20994355800,9.67187976837158,16.2000007629395,67.50,19.45
CAPITAL GOODS,2003,26411425120,31.3700008392334,16.4500007629395,-47.56,20.43
CAPITAL GOODS,2005,28457967900,2.18982577323914,21.9799995422363,903.73,28.85
CAPITAL GOODS,2007,45027254220,30.2000007629395,67.9800033569336,125.10,34.67
CAPITAL GOODS,2009,69697083280,34.189998626709,13.4300003051758,-60.72,18.39
CAPITAL GOODS,2010,67634267619,30.7999992370605,53.1300010681152,72.50,24.31
CAPITAL GOODS,2012,55223143312,68.0,92.2900009155273,35.72,28.23
CAPITAL GOODS,2014,47886733355,40.6800003051758,33.7700004577637,-16.99,42.56
CAPITAL GOODS,2016,54883162400,121.459999084473,82.3899993896484,-32.17,40.16
CAPITAL GOODS,2018,33013886586,44.4500007629395,35.2000007629395,-20.81,56.61
CONSUMER DURABLES,1970,18143200,15.75,15.875,0.79,13.41
CONSUMER DURABLES,1972,26068600,15.625,15.75,0.80,15.07
CONSUMER DURABLES,1974,34145200,7.8125,6.4375,-17.60,4.00
CONSUMER DURABLES,1976,73181200,0.2890625,0.294921875,2.03,5.82
CONSUMER DURABLES,1978,84135400,8.6875,8.0625,-7.19,4.42
CONSUMER DURABLES,1981,624002200,0.419921875,0.525390625,25.12,3.79
CONSUMER DURABLES,1983,990995900,2.57028865814209,0.972222208976746,-62.17,5.82
CONSUMER DURABLES,1985,1032387900,5.72267484664917,8.02972221374512,40.31,6.18
CONSUMER DURABLES,1987,1374934900,1.35416662693024,1.14583337306976,-15.38,10.10
CONSUMER DURABLES,1989,1243176700,7.59375,10.5,38.27,10.43
CONSUMER DURABLES,1990,1061932400,8.25,1.08630955219269,-86.83,9.41
CONSUMER DURABLES,1992,1296705900,26.625,37.3766250610352,40.38,17.06
CONSUMER DURABLES,1994,1454075000,7.29166650772095,8.08333301544189,10.86,20.10
CONSUMER DURABLES,1996,2069975400,1.78125,1.640625,-7.89,23.89
CONSUMER DURABLES,1998,2627832800,13.8541669845581,4.09375,-70.45,25.55
CONSUMER DURABLES,2001,3399860578,10.5333337783813,13.9200000762939,32.15,21.49
CONSUMER DURABLES,2003,5320518727,13.4222221374512,21.7866668701172,62.32,19.75
CONSUMER DURABLES,2005,6459121527,12.4899997711182,16.9400005340576,35.63,24.87
CONSUMER DURABLES,2007,9629130609,15.1499996185303,8.25,-45.54,28.50
CONSUMER DURABLES,2009,11201294064,14.960000038147,14.1000003814697,-5.75,19.68
CONSUMER DURABLES,2010,9455936636,31.1900005340576,37.8400001525879,21.32,24.95
CONSUMER DURABLES,2012,8791401501,18.1599998474121,12.7399997711182,-29.85,23.81
CONSUMER DURABLES,2014,9044860504,2.28999996185303,28.2049999237061,1131.66,34.48
CONSUMER DURABLES,2016,9613644784,5.46500015258789,6.90000009536743,26.26,38.63
CONSUMER DURABLES,2018,7750921457,6.21999979019165,160.960006713867,2487.78,42.57
CONSUMER NON-DURABLES,1970,1087776000,0.856770813465118,0.8828125,3.04,0.60
CONSUMER NON-DURABLES,1972,818035200,0.736979186534882,1.23177087306976,67.14,1.20
CONSUMER NON-DURABLES,1974,1378909500,1.296875,0.552083313465118,-57.43,1.64
CONSUMER NON-DURABLES,1976,1800974400,5.6875,10.609375,86.54,3.02
CONSUMER NON-DURABLES,1978,2228886100,0.129339993000031,0.189239993691444,46.31,3.71
CONSUMER NON-DURABLES,1981,3885748300,0.705729186534882,7.89772987365723,1019.09,4.12
CONSUMER NON-DURABLES,1983,8164934700,1.203125,1.34375,11.69,6.28
CONSUMER NON-DURABLES,1985,10391741600,3.19791674613953,4.29166650772095,34.20,8.81
CONSUMER NON-DURABLES,1987,13076207600,0.00195208331570029,3.515625,179996.05,10.27
CONSUMER NON-DURABLES,1989,8253151400,22.0,4.37333345413208,-80.12,12.27
CONSUMER NON-DURABLES,1990,6843862000,7.00948905944824,7.16253423690796,2.18,12.67
CONSUMER NON-DURABLES,1992,6179423800,6.0,6.65625,10.94,15.70
CONSUMER NON-DURABLES,1994,7218778400,3.78125,4.75,25.62,25.74
CONSUMER NON-DURABLES,1996,7881108480,16.875,16.1666660308838,-4.20,18.90
CONSUMER NON-DURABLES,1998,8992574100,17.0,12.375,-27.21,21.52
CONSUMER NON-DURABLES,2001,10101084100,26.5625,35.5099983215332,33.68,18.88
CONSUMER NON-DURABLES,2003,12481823300,23.0900001525879,6.79166650772095,-70.59,21.16
CONSUMER NON-DURABLES,2005,19694948775,37.685001373291,33.4949989318848,-11.12,32.20
CONSUMER NON-DURABLES,2007,24974865510,79.6699981689453,12.3100004196167,-84.55,42.56
CONSUMER NON-DURABLES,2009,34172369247,23.0300006866455,46.5699996948242,102.21,23.07
CONSUMER NON-DURABLES,2010,30924727700,33.8699989318848,46.0,35.81,28.96
CONSUMER NON-DURABLES,2012,26436978600,25.5,13.8999996185303,-45.49,33.11
CONSUMER NON-DURABLES,2014,27130829337,69.0199966430664,81.4499969482422,18.01,42.04
CONSUMER NON-DURABLES,2016,31767538363,39.1100006103516,73.7099990844727,88.47,42.44
CONSUMER NON-DURABLES,2018,24804298499,62.7099990844727,21.6800003051758,-65.43,47.32
CONSUMER SERVICES,1970,1781315800,0.36419752240181,0.381687253713608,4.80,0.48
CONSUMER SERVICES,1972,904208400,1.39453899860382,2.43209648132324,74.40,1.37
CONSUMER SERVICES,1974,1761609500,0.026611328125,2.1481499671936,7972.31,4.66
CONSUMER SERVICES,1976,2312656700,24.9166660308838,2.625,-89.46,5.11
CONSUMER SERVICES,1978,2647092600,1.54166662693024,2.32291674613953,50.68,3.76
CONSUMER SERVICES,1981,3694424200,3.16061329841614,7.8125,147.18,49.68
CONSUMER SERVICES,1983,7125190500,798.387084960938,701.612915039062,-12.12,36.19
CONSUMER SERVICES,1985,6848111400,3.53125,3.38784217834473,-4.06,24.78
CONSUMER SERVICES,1987,11007628200,47.1111106872559,32.6666679382324,-30.66,18.88
CONSUMER SERVICES,1989,8174587000,7.5,7.5,0.00,20.45
CONSUMER SERVICES,1990,8514199200,13.75,10.3125,-25.00,24.75
CONSUMER SERVICES,1992,11724073700,18.5,10.75,-41.89,24.10
CONSUMER SERVICES,1994,16138869000,15.25,10.625,-30.33,23.43
CONSUMER SERVICES,1996,20038809400,7.03125,202.492446899414,2779.89,35.51
CONSUMER SERVICES,1998,23059492000,1.33333337306976,23.25,1643.75,34.86
CONSUMER SERVICES,2001,31248050668,45.0,44.3800010681152,-1.38,35.62
CONSUMER SERVICES,2003,56459898023,5.30000019073486,34.5,550.94,37.39
CONSUMER SERVICES,2005,59053495537,7.48000001907349,9.3774995803833,25.37,79.08
CONSUMER SERVICES,2007,85786175449,6.0,38.0,533.33,123.20
CONSUMER SERVICES,2009,143861134825,9.30000019073486,12.1999998092651,31.18,76.59
CONSUMER SERVICES,2010,130232118211,44.0400009155273,17.9200000762939,-59.31,184.72
CONSUMER SERVICES,2012,100167584788,32.6500015258789,13.4068927764893,-58.94,75.51
CONSUMER SERVICES,2014,118495039883,92.5500030517578,44.9900016784668,-51.39,86.44
CONSUMER SERVICES,2016,107484001277,2.59999990463257,40.6399993896484,1463.08,78.72
CONSUMER SERVICES,2018,81058750258,8.78999996185303,10.75,22.30,46.97
ENERGY,1970,1591244200,3.265625,3.40625,4.31,2.75
ENERGY,1972,1485574000,1.3125,1.51822912693024,15.67,3.43
ENERGY,1974,1687485000,4.375,2.78125,-36.43,3.25
ENERGY,1976,2600701900,5.89674949645996,7.75809717178345,31.57,4.63
ENERGY,1978,3041002300,1.015625,0.981770813465118,-3.33,3.90
ENERGY,1981,5001309200,12.40625,10.71875,-13.60,26.28
ENERGY,1983,9037867600,22.875,25.875,13.11,11.58
ENERGY,1985,10549873200,3.95833325386047,4.30555534362793,8.77,9.09
ENERGY,1987,15597234300,3.39583325386047,3.20833325386047,-5.52,10.05
ENERGY,1989,11910410924,2.0,5.375,168.75,10.42
ENERGY,1990,11317275664,12.0,11.25,-6.25,12.27
ENERGY,1992,10660369920,3.25,1.234375,-62.02,10.75
ENERGY,1994,11951193793,13.34375,11.3125,-15.22,13.86
ENERGY,1996,14161568363,26.4375,25.25,-4.49,21.71
ENERGY,1998,19981226298,14.7456712722778,15.4375,4.69,25.12
ENERGY,2001,35563973793,11.4375,8.82250022888184,-22.86,23.98
ENERGY,2003,36405876411,21.5499992370605,1.20000004768372,-94.43,20.02
ENERGY,2005,59469480950,36.1500015258789,35.0499992370605,-3.04,41.92
ENERGY,2007,73742233355,23.0499992370605,15.1700000762939,-34.19,96.25
ENERGY,2009,114466054294,21.1100006103516,48.2299995422363,128.47,48.10
ENERGY,2010,99670051606,36.8800010681152,44.4199981689453,20.44,98.82
ENERGY,2012,81090620728,58.4000015258789,44.6599998474121,-23.53,134.21
ENERGY,2014,79529077863,42.2799987792969,28.2900009155273,-33.09,159.55
ENERGY,2016,130474909678,26.2000007629395,66.1600036621094,152.52,106.64
ENERGY,2018,84052373892,4.15999984741211,172.039993286133,4035.58,32.17
FINANCE,1972,23520000,0.880208313465118,1.27604162693024,44.97,1.11
FINANCE,1974,448495200,1.26041662693024,0.700520813465118,-44.42,1.12
FINANCE,1976,490686800,2.35758852958679,2.60702633857727,10.58,1.31
FINANCE,1978,451093100,0.730555534362793,0.649999976158142,-11.03,4.15
FINANCE,1981,2369940900,1.5347855091095,0.653558909893036,-57.42,3.75
FINANCE,1983,4396383500,2.09999990463257,2.46250009536743,17.26,5.06
FINANCE,1985,7817129668,3.71875,2.02666664123535,-45.50,7.14
FINANCE,1987,11402408774,1.63136112689972,4.0,145.19,8.15
FINANCE,1989,9652092922,3.75,23.0,513.33,8.87
FINANCE,1990,10062636693,6.5625,10.2962961196899,56.90,7.93
FINANCE,1992,12124598930,4.125,9.71817302703857,135.59,10.01
FINANCE,1994,14118020500,8.25,2.17027735710144,-73.69,11.89
FINANCE,1996,15311998140,2.25,3.0625,36.11,16.92
FINANCE,1998,20133308400,17.1492557525635,23.7041530609131,38.22,29.54
FINANCE,2001,29080663400,0.7890625,118.370002746582,14901.35,28.09
FINANCE,2003,34761526159,19.2900009155273,33.0499992370605,71.33,33.22
FINANCE,2005,38098553148,58.9300003051758,51.6300010681152,-12.39,40.36
FINANCE,2007,80585762968,63.4599990844727,22.4300003051758,-64.65,41.62
FINANCE,2009,282781670404,3.12193536758423,3.20263624191284,2.58,19.90
FINANCE,2010,190063265616,22.3733329772949,16.8303031921387,-24.78,79.50
FINANCE,2012,165526863762,28.4300003051758,8.94999980926514,-68.52,43.58
FINANCE,2014,112018479826,14.0600004196167,16.7199993133545,18.92,333.11
FINANCE,2016,139363832929,12.0,28.5499992370605,137.92,51.87
FINANCE,2018,74973168358,25.6100006103516,42.5999984741211,66.34,40.29
HEALTH CARE,1971,251609600,6.0546875,8.4375,39.35,4.49
HEALTH CARE,1973,661744400,2.67708325386047,2.34895825386047,-12.26,5.38
HEALTH CARE,1975,895691500,2.25,4.5,100.00,3.73
HEALTH CARE,1977,1187047100,2.9453125,2.3671875,-19.63,3.54
HEALTH CARE,1979,1513406100,3.22916674613953,4.15625,28.71,4.34
HEALTH CARE,1980,3228926500,2.16380548477173,2.99661040306091,38.49,3.45
HEALTH CARE,1982,8048700600,0.224537029862404,2.34722232818604,945.36,4.97
HEALTH CARE,1984,10945577000,2.5546875,2.2578125,-11.62,6.07
HEALTH CARE,1986,14798226000,7.0,6.11111116409302,-12.70,31.55
HEALTH CARE,1988,12676438700,13.25,16.9166660308838,27.67,83.38
HEALTH CARE,1991,18201424800,21.21875,3.1875,-84.98,175.42
HEALTH CARE,1993,18937601100,15.7935495376587,19.6875,24.66,91.18
HEALTH CARE,1995,19474806000,8.625,11.3728952407837,31.86,71.75
HEALTH CARE,1997,23870340500,5.65625,6.2109375,9.81,115.46
HEALTH CARE,1999,27308519500,2.390625,7.11111116409302,197.46,71.43
HEALTH CARE,2000,34470577700,1586.19604492188,2700.0,70.22,648.25
HEALTH CARE,2002,41341144900,78.5,8.35000038146973,-89.36,166.74
HEALTH CARE,2004,38126381100,16.6599998474121,29.6900005340576,78.21,157.48
HEALTH CARE,2006,44220837800,17.9933338165283,21.6733341217041,20.45,107.98
HEALTH CARE,2008,62385966903,47.0,28.7399997711182,-38.85,55.32
HEALTH CARE,2011,59849917774,1.29999995231628,1.70000004768372,30.77,49.08
HEALTH CARE,2013,57178667586,2.40000009536743,3.71000003814697,54.58,59.53
HEALTH CARE,2015,66659079009,84.6500015258789,4.53999996185303,-94.64,51.47
HEALTH CARE,2017,70718633491,2.65000009536743,1.01999998092651,-61.51,36.34
"INC.""",1998,8550700,23.125,21.875,-5.41,24.93
"INC.""",2001,5089300,9.75,20.5,110.26,14.24
"INC.""",2003,12461200,14.9899997711182,31.9899997711182,113.41,25.26
"INC.""",2005,34187900,45.2000007629395,47.689998626709,5.51,48.00
"INC.""",2007,33007900,50.9500007629395,47.6100006103516,-6.56,50.13
"INC.""",2009,21019200,26.7900009155273,26.6499996185303,-0.52,24.64
"INC.""",2010,11872500,27.7800006866455,23.5100002288818,-15.37,21.90
"INC.""",2012,9688000,20.8400001525879,19.7700004577637,-5.13,18.91
"INC.""",2014,13469600,19.9099998474121,30.3199996948242,52.29,24.46
"INC.""",2016,13329900,19.1499996185303,36.5999984741211,91.12,24.95
"INC.""",2018,8024200,45.310001373291,57.0,25.80,52.43
MISCELLANEOUS,1972,59312000,1.39844000339508,1.19530999660492,-14.53,1.27
MISCELLANEOUS,1974,52238400,0.460940003395081,0.71875,55.93,0.62
MISCELLANEOUS,1976,88094400,0.914059996604919,0.984380006790161,7.69,0.96
MISCELLANEOUS,1978,87844800,1.24219000339508,1.46094000339508,17.61,1.45
MISCELLANEOUS,1981,186588700,2.13281011581421,1.57030999660492,-26.37,3.24
MISCELLANEOUS,1983,326683100,7.328125,52.0833320617676,610.73,10.16
MISCELLANEOUS,1985,297284600,8.14109325408936,8.17283916473389,0.39,18.84
MISCELLANEOUS,1987,355876500,9.3125,9.5625,2.68,21.53
MISCELLANEOUS,1989,372847000,2.55555558204651,3.70370364189148,44.93,20.34
MISCELLANEOUS,1990,343718300,24.5,10.375,-57.65,17.29
MISCELLANEOUS,1992,287609300,15.6875,4.08333015441895,-73.97,87.10
MISCELLANEOUS,1994,425675900,2.92592597007751,1.62962961196899,-44.30,25.75
MISCELLANEOUS,1996,616803500,120.75,98.0,-18.84,42.08
MISCELLANEOUS,1998,9020071300,23.5,31.625,34.57,93.51
MISCELLANEOUS,2001,17799902264,3.52083325386047,4.14666652679443,17.78,58.85
MISCELLANEOUS,2003,17034898748,18.0,35.310001373291,96.17,18.09
MISCELLANEOUS,2005,16615379874,4.19999980926514,7.32000017166138,74.29,47.61
MISCELLANEOUS,2007,24853509878,40.5099983215332,32.1500015258789,-20.64,32.60
MISCELLANEOUS,2009,32863183983,26.4400005340576,22.7600002288818,-13.92,26.66
MISCELLANEOUS,2010,29198171072,13.3100004196167,28.0699996948242,110.89,36.93
MISCELLANEOUS,2012,20788577167,1.21000003814697,8.85000038146973,631.40,39.89
MISCELLANEOUS,2014,21954105992,34.0200004577637,21.7099990844727,-36.18,57.17
MISCELLANEOUS,2016,21843074548,17.6200008392334,69.4100036621094,293.93,58.43
MISCELLANEOUS,2018,15206368914,4.28999996185303,77.1999969482422,1699.53,82.88
N/A,1976,52108,2.00297999382019,3.25669002532959,62.59,2.20
N/A,1978,27831806,35.5065002441406,31.7567005157471,-10.56,21.30
N/A,1981,55032300,21.5,14.5,-32.56,15.01
N/A,1983,72110600,18.125,17.5,-3.45,18.78
N/A,1985,67088800,18.5,21.625,16.89,16.96
N/A,1987,324389000,27.5,23.5,-14.55,16.62
N/A,1989,523756900,7.125,8.25,15.79,14.71
N/A,1990,736837600,8.125,7.125,-12.31,13.84
N/A,1992,829966500,25.0,19.0,-24.00,17.77
N/A,1994,1021196600,8.125,6.375,-21.54,15.10
N/A,1996,1000600200,11.625,11.25,-3.23,15.62
N/A,1998,1057638500,20.5,12.25,-40.24,18.41
N/A,2001,2808686861,14.0,13.8500003814697,-1.07,22.12
N/A,2003,4353073244,14.6000003814697,15.75,7.88,18.13
N/A,2005,6875484903,14.5600004196167,17.2099990844727,18.20,22.85
N/A,2007,122945249910,14.9799995422363,14.3800001144409,-4.01,28.87
N/A,2009,147040973852,24.2233009338379,11.1999998092651,-53.76,19.54
N/A,2010,234008140437,24.9099998474121,6.3899998664856,-74.35,32.43
N/A,2012,345157293964,8.76000022888184,11.8299999237061,35.05,28.20
N/A,2014,431396543904,12.210000038147,16.6499996185303,36.36,29.47
N/A,2016,36753628395,15.289999961853,54.2900009155273,255.07,43.01
N/A,2018,25553387666,8.85999965667725,19.7999992370605,123.48,143.14
PUBLIC UTILITIES,1971,24229000,6.75,6.46875,-4.17,13.63
PUBLIC UTILITIES,1973,56182900,20.75,16.375,-21.08,10.67
PUBLIC UTILITIES,1975,73241700,13.875,14.5,4.50,6.80
PUBLIC UTILITIES,1977,119341600,11.5625,12.0,3.78,8.50
PUBLIC UTILITIES,1979,122626100,15.0,12.625,-15.83,7.92
PUBLIC UTILITIES,1980,512204000,6.0625,0.860509991645813,-85.81,6.60
PUBLIC UTILITIES,1982,1186452800,6.04166984558105,7.75,28.28,7.28
PUBLIC UTILITIES,1984,2816322300,7.125,7.4375,4.39,8.55
PUBLIC UTILITIES,1986,4156038200,56.0977783203125,17.25,-69.25,13.94
PUBLIC UTILITIES,1988,6132747300,12.125,12.5,3.09,14.24
PUBLIC UTILITIES,1991,3966041500,14.8648653030396,7.0,-52.91,17.22
PUBLIC UTILITIES,1993,4634146900,33.0,36.0,9.09,22.97
PUBLIC UTILITIES,1995,5502381100,19.5,9.125,-53.21,20.46
PUBLIC UTILITIES,1997,7216590600,13.5925245285034,15.8070373535156,16.29,31.92
PUBLIC UTILITIES,1999,9945475250,19.84375,26.875,35.43,32.37
PUBLIC UTILITIES,2000,15046583479,4.59375,7.859375,71.09,41.14
PUBLIC UTILITIES,2002,16805087082,16.2000007629395,7.8600001335144,-51.48,18.44
PUBLIC UTILITIES,2004,19283891415,17.3733329772949,17.7999992370605,2.46,22.49
PUBLIC UTILITIES,2006,28053450176,13.3462600708008,5.75,-56.92,26.45
PUBLIC UTILITIES,2008,48586663577,26.1522483825684,22.4633293151855,-14.11,26.87
PUBLIC UTILITIES,2011,55827541363,37.6599998474121,13.6800003051758,-63.67,27.57
PUBLIC UTILITIES,2013,45821280256,35.7700004577637,45.4199981689453,26.98,49.37
PUBLIC UTILITIES,2015,47625204125,19.7600002288818,11.6599998474121,-40.99,73.70
PUBLIC UTILITIES,2017,46311056450,56.6399993896484,8.35000038146973,-85.26,52.56
TECHNOLOGY,1970,937756600,18.2374992370605,15.8874998092651,-12.89,7.55
TECHNOLOGY,1972,793561400,0.334390610456467,0.613788604736328,83.55,8.09
TECHNOLOGY,1974,1583691835,0.895455539226532,0.601634204387665,-32.81,47.22
TECHNOLOGY,1976,1804902866,280.0,305.416656494141,9.08,49.98
TECHNOLOGY,1978,2426340520,0.755479991436005,0.931460022926331,23.29,36.08
TECHNOLOGY,1981,8039674849,26.4053573608398,0.90625,-96.57,10.13
TECHNOLOGY,1983,24281064300,2.72395825386047,2.88802075386047,6.02,12.64
TECHNOLOGY,1985,25576271400,1.51666665077209,1.10000002384186,-27.47,11.76
TECHNOLOGY,1987,79268490300,272.5,1.61111116409302,-99.41,15.09
TECHNOLOGY,1989,65590256890,0.372395843267441,0.234375,-37.06,11.21
TECHNOLOGY,1990,73341088969,5.875,1.671875,-71.54,7.56
TECHNOLOGY,1992,74705297311,3.17183232307434,3.96656441688538,25.06,8.13
TECHNOLOGY,1994,87001301496,9.99219036102295,8.65151977539062,-13.42,15.30
TECHNOLOGY,1996,105232490851,7.90625,4.66666650772095,-40.97,27.79
TECHNOLOGY,1998,131514744861,4.6171875,1102.5,23778.17,36.23
TECHNOLOGY,2001,147979214356,29.53125,33.8600006103516,14.66,29.21
TECHNOLOGY,2003,148664527732,8.10000038146973,4.32000017166138,-46.67,85.89
TECHNOLOGY,2005,179447480093,97.75,11.0600004196167,-88.69,40.21
TECHNOLOGY,2007,205480879523,30.7900009155273,18.8199996948242,-38.88,57.38
TECHNOLOGY,2009,186332239204,13.8999996185303,8.81999969482422,-36.55,22.56
TECHNOLOGY,2010,186415918459,1.39999997615814,3.08999991416931,120.71,24.09
TECHNOLOGY,2012,167844774267,4.30000019073486,29.1000003814697,576.74,25.63
TECHNOLOGY,2014,125154298086,10.1499996185303,10.75,5.91,38.04
TECHNOLOGY,2016,109041716538,28.3099994659424,42.8699989318848,51.43,34.95
