Sector,Year,VolumeTotale,PrezzoInizioAnno,PrezzoFineAnno,VariazionePercentuale,PrezzoMedioGiornaliero
TECHNOLOGY,2018,81634538374,7.09000015258789,11.4300003051758,61.21,47.86
TRANSPORTATION,1978,155022400,0.94921875,1.640625,72.84,1.51
TRANSPORTATION,1981,1603071800,5.671875,7.8125,37.74,3.74
TRANSPORTATION,1983,2639228400,7.33333349227905,9.58333301544189,30.68,5.66
TRANSPORTATION,1985,3284947900,1.97916662693024,2.52083325386047,27.37,5.90
TRANSPORTATION,1987,4011580400,16.09375,9.96875,-38.06,7.66
TRANSPORTATION,1989,3043095200,5.77083349227905,7.54166650772095,30.69,7.38
TRANSPORTATION,1990,2371632200,3.13541674613953,2.64583325386047,-15.61,7.51
TRANSPORTATION,1992,2341888300,9.625,13.625,41.56,9.88
TRANSPORTATION,1994,3006297800,13.625,13.0,-4.59,12.62
TRANSPORTATION,1996,3351765600,7.5,7.04166650772095,-6.11,15.08
TRANSPORTATION,1998,4613679300,10.25,5.84369993209839,-42.99,16.35
TRANSPORTATION,2001,5380633400,4.84375,8.04666709899902,66.12,16.40
TRANSPORTATION,2003,5958235200,15.2974996566772,14.3199996948242,-6.39,20.19
TRANSPORTATION,2005,7951427900,10.9949998855591,7.80499982833862,-29.01,362.72
TRANSPORTATION,2007,15526460900,44.0,54.2200012207031,23.23,1099.20
TRANSPORTATION,2009,17922375000,8.34000015258789,52.4199981689453,528.54,259.58
TRANSPORTATION,2010,12904177100,24.9300003051758,26.8799991607666,7.82,235.64
TRANSPORTATION,2012,10229561000,3.90000009536743,1.69000005722046,-56.67,127.68
TRANSPORTATION,2014,11239170700,33.8199996948242,19.3999996185303,-42.64,62.84
TRANSPORTATION,2016,14348378300,2.5699999332428,166.399993896484,6374.71,299.24
TRANSPORTATION,2018,8846626700,4.03000020980835,0.939999997615814,-76.67,33.26
